Country,Exchange,Ticker,Full Company Name,Sector,Industry,ISIC_Section,ISIC_Description,Incorporated in,Market_Tier,Stock_Price,Volume,Market_Cap
Singapore,,,BAIDU INC.,Information and communication,,G,Wholesale and retail trade,CAYMAN ISLANDS,,,,
Singapore,,,BAKER TECHNOLOGY LIMITED,Energy,Oil & Gas Equipment & Services,D,"Electricity, gas, steam and air conditioning supply",SINGAPORE,,0.5,14200,101438976
Singapore,,,BAN LEONG TECHNOLOGIES LIMITED,,,J,Information and communication,SINGAPORE,,,,
Singapore,,,PHILLIP SECURITIES PTE LTD,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,BANYAN TREE HOLDINGS LIMITED,Consumer Cyclical,Resorts & Casinos,F,Construction,SINGAPORE,,0.615,177000,537480448
Singapore,,,BBR HOLDINGS (S) LTD,Industrials,Engineering & Construction,C,Manufacturing,SINGAPORE,,0.189,40000,63832468
Singapore,,,BENG KUANG MARINE LIMITED,Energy,Oil & Gas Equipment & Services,D,"Electricity, gas, steam and air conditioning supply",SINGAPORE,,0.415,4836700,87779864
Singapore,,,BEVERLY JCG LTD.,Human health and social work activities,,Q,Human health and social work activities,SINGAPORE,,,,
Singapore,,,BH GLOBAL CORPORATION LIMITED,Industrials,Industrial Distribution,C,Manufacturing,SINGAPORE,,0.125,400,37500000
Singapore,,,BHG RETAIL TRUST MANAGEMENT PTE. LTD.,,,G,Wholesale and retail trade,SINGAPORE,,,,
Singapore,,,BIOLIDICS LIMITED,Human health and social work activities,,Q,Human health and social work activities,SINGAPORE,,,,
Singapore,,,BLACKGOLD NATURAL RESOURCES LIMITED,,,B,Mining and quarrying,SINGAPORE,,,,
Singapore,,,BOLDTEK HOLDINGS LIMITED,,,S,Other service activities,SINGAPORE,,,,
Singapore,,,BONVESTS HOLDINGS LIMITED,Consumer Cyclical,Lodging,F,Construction,SINGAPORE,,0.995,100,399509376
Singapore,,,BOUSTEAD SINGAPORE LIMITED,Industrials,Conglomerates,C,Manufacturing,SINGAPORE,,1.86,1085400,943833536
Singapore,,,BRC ASIA LIMITED,Basic Materials,Steel,C,Manufacturing,SINGAPORE,,4.6,107100,1253779968
Singapore,,,BRITISH AND MALAYAN HOLDINGS LIMITED,Financial Services,Asset Management,K,Financial and insurance activities,SINGAPORE,,1.19,200,10422116
Singapore,,,BROADWAY INDUSTRIAL GROUP LIMITED,,,C,Manufacturing,SINGAPORE,,,,
Singapore,,,BROMAT HOLDINGS LTD,Consumer Cyclical,Restaurants,F,Construction,SINGAPORE,,0.02,600,9065183
Singapore,,,BROOK CROMPTON HOLDINGS LTD.,Industrials,Electrical Equipment & Parts,C,Manufacturing,SINGAPORE,,0.575,74100,20388822
Singapore,,,BUKIT SEMBAWANG ESTATES LIMITED,Real Estate,Real Estate—Development,L,Real estate activities,SINGAPORE,,4.68,102900,1211704960
Singapore,,,BUMITAMA AGRI LTD.,Consumer Defensive,Farm Products,F,Construction,SINGAPORE,,1.65,4340500,2878679040
Singapore,,,BUND CENTER INVESTMENT LTD,Real Estate,Real Estate Services,L,Real estate activities,BERMUDA,,0.49,50000,371796736
Singapore,,,PHILLIP SECURITIES PTE LTD,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,CAMSING HEALTHCARE LIMITED,,,Q,Human health and social work activities,SINGAPORE,,,,
Singapore,,,CAPALLIANZ HOLDINGS LIMITED,Energy,Oil & Gas E&P,D,"Electricity, gas, steam and air conditioning supply",SINGAPORE,,0.001,4002500,12205710
Singapore,,,CAPITAL WORLD LIMITED.,Real Estate,Real Estate—Development,L,Real estate activities,OTHERS,,0.001,100000,16099981
Singapore,,,CAPITALAND ASCENDAS REIT MANAGEMENT LIMITED,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,CAPITALAND ASCOTT TRUST MANAGEMENT LIMITED,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,CAPITALAND CHINA TRUST MANAGEMENT LIMITED,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,CAPITALAND INDIA TRUST MANAGEMENT PTE. LTD.,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,CAPITALAND INTEGRATED COMMERCIAL TRUST MANAGEMENT LIMITED,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,CAPITALAND INVESTMENT LIMITED,Real Estate,Real Estate Services,L,Real estate activities,SINGAPORE,,2.87,5138400,14377700352
Singapore,,,CAPTII LIMITED,Communication Services,Telecom Services,S,Other service activities,SINGAPORE,,0.275,100000,8788248
Singapore,,,CASA HOLDINGS LIMITED,Consumer Cyclical,"Furnishings, Fixtures & Appliances",F,Construction,SINGAPORE,,0.109,5000,22871050
Singapore,,,M&C REIT MANAGEMENT LIMITED,,,L,Real estate activities,SINGAPORE,,,,
Singapore,,,CDW HOLDING LIMITED,Technology,Semiconductor Equipment & Materials,J,Information and communication,BERMUDA,,0.09,27200,20293868
Singapore,,,CENTURION CORPORATION LIMITED,Consumer Cyclical,Lodging,F,Construction,SINGAPORE,,1.5,1328400,1269575680
Singapore,,,CFM HOLDINGS LIMITED,Industrials,Metal Fabrication,C,Manufacturing,SINGAPORE,,0.057,100,11487511
Singapore,,,CGS INTERNATIONAL SECURITIES SINGAPORE PTE. LTD.,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,CGS INTERNATIONAL SECURITIES SINGAPORE PTE. LTD.,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,CH OFFSHORE LTD.,Energy,Oil & Gas Equipment & Services,D,"Electricity, gas, steam and air conditioning supply",SINGAPORE,,0.015,2986700,31720162
Singapore,,,CHARISMA ENERGY SERVICES LIMITED,,,S,Other service activities,SINGAPORE,,,,
Singapore,,,Chartered Semiconductor Manufacturing Ltd,,,C,Manufacturing,SINGAPORE,,,,
Singapore,,,CHASEN HOLDINGS LIMITED,Industrials,Integrated Freight & Logistics,C,Manufacturing,SINGAPORE,,0.077,1625100,29450472
Singapore,,,CHEMICAL INDUSTRIES (FAR EAST) LIMITED.,Basic Materials,Chemicals,C,Manufacturing,SINGAPORE,,0.49,1000,37213248
Singapore,,,CHINA AVIATION OIL (SINGAPORE) CORPORATION LTD,Energy,Oil & Gas Refining & Marketing,D,"Electricity, gas, steam and air conditioning supply",SINGAPORE,,2.21,7001000,1901005824
Singapore,,,CHINA ENVIRONMENTAL RESOURCES GROUP LIMITED,Consumer Cyclical,Auto & Truck Dealerships,F,Construction,OTHERS,,0.088,402600,49532484
Singapore,,,CHINA EVERBRIGHT WATER LIMITED,Utilities,Utilities—Regulated Water,D,"Electricity, gas, steam and air conditioning supply",BERMUDA,,0.24,95600,686610432
Singapore,,,CHINA FISHERY GROUP LIMITED,"Agriculture, forestry and fishing",,A,"Agriculture, forestry and fishing",OTHERS,,,,
Singapore,,,CHINA INTERNATIONAL HOLDINGS LIMITED,Utilities,Utilities—Regulated Water,D,"Electricity, gas, steam and air conditioning supply",BERMUDA,,0.035,150000,2743852
Singapore,,,CHINA KANGDA FOOD COMPANY LTD,,,C,Manufacturing,BERMUDA,,,,
Singapore,,,CHINA KUNDA TECHNOLOGY HOLDINGS LIMITED,Industrials,Electrical Equipment & Parts,C,Manufacturing,SINGAPORE,,0.016,760000,6556800
Singapore,,,CHINA MINING INTERNATIONAL LTD,,,B,Mining and quarrying,CAYMAN ISLANDS,,,,
Singapore,,,CHINA SHENSHAN ORCHARD HOLDINGS CO. LTD.,Consumer Defensive,Farm Products,F,Construction,BERMUDA,,0.05,100,3991446
Singapore,,,CHINA SUNSINE CHEMICAL HOLDINGS LTD.,Basic Materials,Specialty Chemicals,C,Manufacturing,SINGAPORE,,0.66,856200,629232640
Singapore,,,CHINA YUANBANG PROP HLDGS LTD,,,L,Real estate activities,BERMUDA,,,,
Singapore,,,CHOO CHIANG HOLDINGS LTD.,Technology,Electronics & Computer Distribution,J,Information and communication,SINGAPORE,,0.44,1000,91368952
Singapore,,,CHUAN HUP HOLDINGS LIMITED,Real Estate,Real Estate—Development,L,Real estate activities,SINGAPORE,,0.23,1025000,209482608
Singapore,,,CITY DEVELOPMENTS LIMITED,Real Estate,Real Estate—Development,L,Real estate activities,SINGAPORE,,8.84,3154900,7888737280
Singapore,,,CIVMEC LIMITED,Industrials,Engineering & Construction,C,Manufacturing,AUSTRALIA,,1.44,20200,762162240
Singapore,,,CLEARBRIDGE HEALTH LIMITED,Healthcare,Diagnostics & Research,Q,Human health and social work activities,SINGAPORE,,0.002,3500,8591642
Singapore,,,CNMC GOLDMINE HOLDINGS LIMITED,Basic Materials,Gold,B,Mining and quarrying,SINGAPORE,,1.71,6200400,693044352
Singapore,,,COMBA TELECOM SYSTEMS HOLDINGS LIMITED,,,J,Information and communication,CAYMAN ISLANDS,,,,
Singapore,,,COMBINE WILL INTL HLDGS LTD,Manufacturing,,C,Manufacturing,OTHERS,,,,
Singapore,,,COMFORTDELGRO CORPORATION LIMITED,Industrials,Railroads,C,Manufacturing,SINGAPORE,,1.47,7477600,3163474432
Singapore,,,COOLAN GROUP LIMITED,,,,Unclassified,SINGAPORE,,,,
Singapore,,,CORDLIFE GROUP LIMITED,Healthcare,Diagnostics & Research,Q,Human health and social work activities,SINGAPORE,,0.13,36600,33320006
Singapore,,,CORTINA HOLDINGS LIMITED,Consumer Cyclical,Luxury Goods,F,Construction,SINGAPORE,,3.46,900,572901312
Singapore,,,"COSCO SHIPPING INTERNATIONAL (SINGAPORE) CO., LTD.",,,H,Transportation and storage,SINGAPORE,,,,
Singapore,,,COSMOSTEEL HOLDINGS LIMITED,,,S,Other service activities,SINGAPORE,,,,
Singapore,,,COURAGE INVESTMENT GROUP LIMITED,Industrials,Marine Shipping,C,Manufacturing,BERMUDA,,0.018,10600,19758664
Singapore,,,PHILLIP SECURITIES PTE LTD,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,CREATIVE TECHNOLOGY LTD.,Technology,Computer Hardware,J,Information and communication,SINGAPORE,,0.635,8200,44701872
Singapore,,,CREDIT BUREAU ASIA LIMITED,Financial Services,Financial Data & Stock Exchanges,K,Financial and insurance activities,SINGAPORE,,1.26,34400,287144384
Singapore,,,CSC HOLDINGS LIMITED,Industrials,Engineering & Construction,C,Manufacturing,SINGAPORE,,0.014,50000,48849728
Singapore,,,CSE GLOBAL LIMITED,Technology,Information Technology Services,J,Information and communication,SINGAPORE,,1.32,10220400,955528896
Singapore,,,CSOP ASSET MANAGEMENT PTE. LTD.,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,CSOP ASSET MANAGEMENT PTE. LTD.,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,CSOP INVESTMENTS III VCC,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,CSOP INVESTMENTS III VCC,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,CSOP ASSET MANAGEMENT PTE. LTD.,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,DAIWA HOUSE ASSET MANAGEMENT ASIA PTE. LTD.,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,DARCO WATER TECHNOLOGIES LIMITED,Industrials,Pollution & Treatment Controls,C,Manufacturing,SINGAPORE,,0.078,4700,7318856
Singapore,,,DASIN RETAIL TRUST MANAGEMENT PTE.LTD.,,,G,Wholesale and retail trade,SINGAPORE,,,,
Singapore,,,DATAPULSE TECHNOLOGY LIMITED,Consumer Cyclical,Lodging,F,Construction,SINGAPORE,,0.11,17500,26051692
Singapore,,,DBS GROUP HOLDINGS LTD,Financial Services,Banks—Regional,K,Financial and insurance activities,SINGAPORE,,57.9,4943730,163898556416
Singapore,,,DEBAO PROPERTY DEVELOPMENT LTD.,,,L,Real estate activities,SINGAPORE,,,,
Singapore,,,DEL MONTE PACIFIC LIMITED,Consumer Defensive,Packaged Foods,F,Construction,OTHERS,,0.086,369300,167180576
Singapore,,,DELFI LIMITED,Consumer Defensive,Confectioners,F,Construction,SINGAPORE,,0.97,1484400,592822272
Singapore,,,PHILLIP SECURITIES PTE LTD,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,DFI RETAIL GROUP HOLDINGS LIMITED,Consumer Defensive,Grocery Stores,F,Construction,BERMUDA,,4.69,2368200,6362158080
Singapore,,,DIGILIFE TECHNOLOGIES LIMITED,Communication Services,Telecom Services,S,Other service activities,SINGAPORE,,1.0,800,13387513
Singapore,,,DIGITAL CORE REIT MANAGEMENT PTE. LTD.,,,J,Information and communication,SINGAPORE,,,,
Singapore,,,DISA LIMITED,Technology,Software—Application,J,Information and communication,SINGAPORE,,0.001,100000,14089804
Singapore,,,DON AGRO INTERNATIONAL LIMITED,,,A,"Agriculture, forestry and fishing",SINGAPORE,,,,
Singapore,,,DUTY FREE INTERNATIONAL LIMITED,Consumer Cyclical,Specialty Retail,F,Construction,SINGAPORE,,0.072,16500,86270416
Singapore,,,DBS TRUSTEE LIMITED IN ITS CAPACITY AS TRUSTEE OF EAGLE HOSPITALITY REAL ESTATE INVESTMENT TRUST,,,I,Accommodation and food service activities,SINGAPORE,,,,
Singapore,,,EC WORLD ASSET MANAGEMENT PTE LTD,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,ECON HEALTHCARE (ASIA) LIMITED,,,Q,Human health and social work activities,SINGAPORE,,,,
Singapore,,,ECOWISE HOLDINGS LIMITED,Industrials,Waste Management,C,Manufacturing,SINGAPORE,,0.017,365200,19530378
Singapore,,,EDITION LTD.,Consumer Defensive,Farm Products,F,Construction,SINGAPORE,,0.003,39000,7532771
Singapore,,,EINDEC CORPORATION LIMITED,Industrials,Specialty Industrial Machinery,C,Manufacturing,SINGAPORE,,0.049,33700,5277300
Singapore,,,ELITE UK REIT MANAGEMENT PTE. LTD.,,,L,Real estate activities,SINGAPORE,,,,
Singapore,,,ELLIPSIZ LTD,Technology,Semiconductor Equipment & Materials,J,Information and communication,SINGAPORE,,0.235,21300,38941352
Singapore,,,EMERGING TOWNS & CITIES SINGAPORE LTD.,,,B,Mining and quarrying,SINGAPORE,,,,
Singapore,,,EMPERADOR INC.,Consumer Defensive,Beverages—Wineries & Distilleries,F,Construction,PHILIPPINES,,0.345,700,5501260800
Singapore,,,ENECO ENERGY LIMITED,Industrials,Integrated Freight & Logistics,C,Manufacturing,SINGAPORE,,0.009,850000,34207740
Singapore,,,ENGRO CORPORATION LIMITED,Basic Materials,Building Materials,F,Construction,SINGAPORE,,1.03,7800,122263568
Singapore,,,ENVICTUS INTERNATIONAL HOLDINGS LIMITED,Consumer Defensive,Packaged Foods,F,Construction,SINGAPORE,,0.35,13500,106463472
Singapore,,,ENVIRO-HUB HOLDINGS LTD.,Industrials,Waste Management,C,Manufacturing,SINGAPORE,,0.029,600,44693764
Singapore,,,ES GROUP (HOLDINGS) LIMITED,Industrials,Aerospace & Defense,C,Manufacturing,SINGAPORE,,0.054,67500,7624800
Singapore,,,ESR-REIT MANAGEMENT (S) LIMITED,,,L,Real estate activities,SINGAPORE,,,,
Singapore,,,EUROSPORTS GLOBAL LIMITED,Consumer Cyclical,Auto & Truck Dealerships,F,Construction,SINGAPORE,,0.028,357300,7364000
Singapore,,,EVER GLORY UNITED HOLDINGS LIMITED,Industrials,Engineering & Construction,C,Manufacturing,SINGAPORE,,0.77,389600,295695712
Singapore,,,EZRA HOLDINGS LIMITED,,,S,Other service activities,SINGAPORE,,,,
Singapore,,,F J BENJAMIN HOLDINGS LTD,Consumer Cyclical,Apparel Retail,F,Construction,SINGAPORE,,0.009,500100,10685825
Singapore,,,FAR EAST GROUP LIMITED,Industrials,Specialty Industrial Machinery,C,Manufacturing,SINGAPORE,,0.108,64600,12037896
Singapore,,,FEO HOSPITALITY ASSET MANAGEMENT PTE. LTD.,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,FAR EAST ORCHARD LIMITED,Real Estate,Real Estate Services,L,Real estate activities,SINGAPORE,,1.19,39700,584217792
Singapore,,,FEDERAL INTERNATIONAL (2000) LTD,Energy,Oil & Gas Equipment & Services,D,"Electricity, gas, steam and air conditioning supply",SINGAPORE,,0.245,24200,34463536
Singapore,,,FIGTREE HOLDINGS LIMITED,Real Estate,Real Estate—Development,L,Real estate activities,SINGAPORE,,0.038,570200,14016130
Singapore,,,FIRST REIT MANAGEMENT LIMITED,,,L,Real estate activities,SINGAPORE,,,,
Singapore,,,FIRST RESOURCES LIMITED,Consumer Defensive,Packaged Foods,F,Construction,SINGAPORE,,2.92,3376500,4524104704
Singapore,,,FSL TRUST MANAGEMENT PTE. LTD.,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,FIRST SPONSOR GROUP LIMITED,Real Estate,Real Estate—Development,L,Real estate activities,OTHERS,,1.0,1000,1129266944
Singapore,,,FOOD EMPIRE HOLDINGS LIMITED,Consumer Defensive,Beverages—Non—Alcoholic,F,Construction,SINGAPORE,,3.22,1574600,1768045440
Singapore,,,FOOD INNOVATORS HOLDINGS LIMITED,,,S,Other service activities,SINGAPORE,,,,
Singapore,,,FORISE INTERNATIONAL LIMITED,,,,Unclassified,SINGAPORE,,,,
Singapore,,,FORTRESS MINERALS LIMITED,Basic Materials,Steel,C,Manufacturing,SINGAPORE,,0.245,10500,128212448
Singapore,,,FRASER AND NEAVE LIMITED.,Consumer Defensive,Packaged Foods,F,Construction,SINGAPORE,,1.45,73200,2112361728
Singapore,,,FRASERS CENTREPOINT ASSET MANAGEMENT LTD.,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,FRASERS HOSPITALITY ASSET MANAGEMENT PTE. LTD.,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,FRASERS LOGISTICS & COMMERCIAL ASSET MANAGEMENT PTE. LTD.,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,FRASERS PROPERTY LIMITED,Real Estate,Real Estate—Diversified,L,Real estate activities,SINGAPORE,,0.99,188400,3886781184
Singapore,,,FRENCKEN GROUP LIMITED,Technology,Scientific & Technical Instruments,J,Information and communication,SINGAPORE,,2.05,6116600,881200896
Singapore,,,FU YU CORPORATION LIMITED,Industrials,Specialty Industrial Machinery,C,Manufacturing,SINGAPORE,,0.091,202800,69341520
Singapore,,,FUJI OFFSET PLATES MANUFACTURING LTD,Industrials,Specialty Industrial Machinery,C,Manufacturing,SINGAPORE,,0.545,3800,32652314
Singapore,,,FULL APEX (HOLDINGS) LIMITED,,,S,Other service activities,BERMUDA,,,,
Singapore,,,FUXING CHINA GROUP LIMITED,Consumer Cyclical,Apparel Manufacturing,F,Construction,BERMUDA,,0.715,25000,14446888
Singapore,,,GALLANT VENTURE LTD.,Utilities,Utilities—Diversified,D,"Electricity, gas, steam and air conditioning supply",SINGAPORE,,0.065,310000,355105088
Singapore,,,GCCP RESOURCES LIMITED,Basic Materials,Building Materials,F,Construction,OTHERS,,0.004,200,6133396
Singapore,,,GDS GLOBAL LIMITED,Industrials,Building Products & Equipment,C,Manufacturing,SINGAPORE,,0.064,156400,18599796
Singapore,,,GENTING SINGAPORE LIMITED,Consumer Cyclical,Resorts & Casinos,F,Construction,SINGAPORE,,0.68,29345300,8218415616
Singapore,,,GEO ENERGY RESOURCES LIMITED,Energy,Thermal Coal,D,"Electricity, gas, steam and air conditioning supply",SINGAPORE,,0.52,25458000,896809216
Singapore,,,"G.H.Y CULTURE & MEDIA HOLDING CO., LIMITED",Communication Services,Entertainment,S,Other service activities,CAYMAN ISLANDS,,0.146,23200,156131488
Singapore,,,GKE CORPORATION LIMITED,Industrials,Integrated Freight & Logistics,C,Manufacturing,SINGAPORE,,0.078,1356700,66970800
Singapore,,,GLOBAL INVACOM GROUP LIMITED,Technology,Communication Equipment,J,Information and communication,SINGAPORE,,0.058,7397600,15756409
Singapore,,,GLOBAL INVESTMENTS LIMITED,,,K,Financial and insurance activities,SINGAPORE,,0.129,254100,215817856
Singapore,,,GLOBAL TESTING CORPORATION LIMITED,Technology,Semiconductor Equipment & Materials,J,Information and communication,SINGAPORE,,1.13,55800,37687228
Singapore,,,GOLDEN AGRI-RESOURCES LTD,Consumer Defensive,Farm Products,F,Construction,OTHERS,,0.315,11396100,3994726912
Singapore,,,GOODLAND GROUP LIMITED,Real Estate,Real Estate—Development,L,Real estate activities,SINGAPORE,,0.13,44300,46678984
Singapore,,,GOODWILL ENTERTAINMENT HOLDING LIMITED,,,R,"Arts, entertainment and recreation",SINGAPORE,,,,
Singapore,,,GP INDUSTRIES LIMITED,Industrials,Electrical Equipment & Parts,C,Manufacturing,SINGAPORE,,0.52,50000,249859872
Singapore,,,GRAND BANKS YACHTS LIMITED,Consumer Cyclical,Leisure,F,Construction,SINGAPORE,,0.67,20700,124078800
Singapore,,,GRAND VENTURE TECHNOLOGY LIMITED,,,J,Information and communication,SINGAPORE,,,,
Singapore,,,GREAT EASTERN HOLDINGS LIMITED,Financial Services,Insurance—Life,K,Financial and insurance activities,SINGAPORE,,16.09,79700,15240873984
Singapore,,,GREEN BUILD TECHNOLOGY LIMITED,Industrials,Engineering & Construction,C,Manufacturing,SINGAPORE,,0.018,101200,6160670
Singapore,,,GRP LIMITED,Technology,Scientific & Technical Instruments,J,Information and communication,SINGAPORE,,0.044,25000,7928668
Singapore,,,GS HOLDINGS LIMITED,Consumer Cyclical,Restaurants,F,Construction,SINGAPORE,,0.059,1753300,66631972
Singapore,,,GSH CORPORATION LIMITED,Industrials,Conglomerates,C,Manufacturing,SINGAPORE,,0.168,149300,406662656
Singapore,,,GSS ENERGY LIMITED,Technology,Electronic Components,J,Information and communication,SINGAPORE,,0.01,2023800,10668627
Singapore,,,PHILLIP SECURITIES PTE LTD,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,GUOCOLAND LIMITED,Real Estate,Real Estate—Development,L,Real estate activities,SINGAPORE,,2.46,389800,2738186752
Singapore,,,H2G GREEN LIMITED,Consumer Cyclical,"Furnishings, Fixtures & Appliances",F,Construction,SINGAPORE,,0.009,1022000,16766279
Singapore,,,HAFARY HOLDINGS LIMITED,Industrials,Building Products & Equipment,C,Manufacturing,SINGAPORE,,0.47,19500,202358512
Singapore,,,HAI LECK HOLDINGS LIMITED,,,S,Other service activities,SINGAPORE,,,,
Singapore,,,HALCYON AGRI CORPORATION LIMITED,,,A,"Agriculture, forestry and fishing",SINGAPORE,,,,
Singapore,,,HATTEN LAND LIMITED,,,L,Real estate activities,SINGAPORE,,,,
Singapore,,,HAW PAR CORPORATION LIMITED,Healthcare,Drug Manufacturers—General,Q,Human health and social work activities,SINGAPORE,,15.76,533200,3493189632
Singapore,,,HC SURGICAL SPECIALISTS LIMITED,Healthcare,Diagnostics & Research,Q,Human health and social work activities,SINGAPORE,,0.35,4800,53681424
Singapore,,,HEALTHBANK HOLDINGS LIMITED,Real Estate,Real Estate Services,L,Real estate activities,SINGAPORE,,0.042,100,4611600
Singapore,,,HEATEC JIETONG HOLDINGS LTD.,Energy,Oil & Gas Equipment & Services,D,"Electricity, gas, steam and air conditioning supply",SINGAPORE,,0.039,20000,7986323
Singapore,,,HEETON HOLDINGS LIMITED,Consumer Cyclical,Lodging,F,Construction,SINGAPORE,,0.255,900,124308608
Singapore,,,HELENS INTERNATIONAL HOLDINGS COMPANY LIMITED,,,S,Other service activities,CAYMAN ISLANDS,,,,
Singapore,,,HENGYANG PETROCHEMICAL LOGISTICS LIMITED,,,H,Transportation and storage,SINGAPORE,,,,
Singapore,,,HG METAL MANUFACTURING LIMITED,Basic Materials,Steel,C,Manufacturing,SINGAPORE,,0.63,10900,173086624
Singapore,,,HGH HOLDINGS LTD.,Industrials,Electrical Equipment & Parts,C,Manufacturing,SINGAPORE,,0.018,9314900,32055488
Singapore,,,HIAP HOE LIMITED,Consumer Cyclical,Lodging,F,Construction,SINGAPORE,,0.68,81800,319979136
Singapore,,,HIAP SENG INDUSTRIES LIMITED,,,C,Manufacturing,SINGAPORE,,,,
Singapore,,,HIAP TONG CORPORATION LTD.,Industrials,Rental & Leasing Services,C,Manufacturing,SINGAPORE,,0.119,300900,37766340
Singapore,,,HL GLOBAL ENTERPRISES LIMITED,Consumer Cyclical,Lodging,F,Construction,SINGAPORE,,0.46,9200,43201056
Singapore,,,HO BEE LAND LIMITED,Real Estate,Real Estate—Diversified,L,Real estate activities,SINGAPORE,,2.21,48500,1474116352
Singapore,,,HOCK LIAN SENG HOLDINGS LIMITED,Industrials,Engineering & Construction,C,Manufacturing,SINGAPORE,,0.4,23500,204638000
Singapore,,,HOE LEONG CORPORATION LTD.,Industrials,Industrial Distribution,C,Manufacturing,SINGAPORE,,0.001,6000000,15178853
Singapore,,,HONG FOK CORPORATION LIMITED,Real Estate,Real Estate Services,L,Real estate activities,SINGAPORE,,0.9,1178600,737367424
Singapore,,,HONG LAI HUAT GROUP LIMITED,Real Estate,Real Estate—Development,L,Real estate activities,SINGAPORE,,0.097,28948800,50748724
Singapore,,,HONG LEONG ASIA LTD.,Consumer Cyclical,Auto Manufacturers,F,Construction,SINGAPORE,,3.03,2427900,2274349568
Singapore,,,HONG LEONG FINANCE LIMITED,Financial Services,Banks—Regional,K,Financial and insurance activities,SINGAPORE,,2.55,24300,1151199488
Singapore,,,HONGKONG LAND HOLDINGS LIMITED,Real Estate,Real Estate—Development,L,Real estate activities,BERMUDA,,8.6,1360900,18584848384
Singapore,,,HOR KEW CORPORATION LIMITED,Industrials,Engineering & Construction,C,Manufacturing,SINGAPORE,,1.12,1500,58314968
Singapore,,,HOSEN GROUP LTD.,Consumer Defensive,Food Distribution,F,Construction,SINGAPORE,,0.069,21500,22418156
Singapore,,,HOTEL GRAND CENTRAL LIMITED,Consumer Cyclical,Lodging,F,Construction,SINGAPORE,,0.685,135300,506506944
Singapore,,,HOTEL PROPERTIES LIMITED,Consumer Cyclical,Lodging,F,Construction,SINGAPORE,,4.7,38400,2490647296
Singapore,,,HOTEL ROYAL LIMITED,Consumer Cyclical,Lodging,F,Construction,SINGAPORE,,1.98,11800,239500800
Singapore,,,HOTUNG INVESTMENT HLDGS LTD,,,K,Financial and insurance activities,BERMUDA,,,,
Singapore,,,HRNETGROUP LIMITED,Industrials,Staffing & Employment Services,C,Manufacturing,SINGAPORE,,0.735,141700,726987584
Singapore,,,HS OPTIMUS HOLDINGS LIMITED,Consumer Cyclical,"Furnishings, Fixtures & Appliances",F,Construction,SINGAPORE,,0.004,2500000,21522226
Singapore,,,HONGKONG AND SHANGHAI BANK,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,PHILLIP SECURITIES PTE LTD,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,HUATIONG GLOBAL LIMITED,Industrials,Engineering & Construction,C,Manufacturing,SINGAPORE,,0.925,289700,176752032
Singapore,,,HUTCHISON PORT HOLDINGS MANAGEMENT PTE. LIMITED,,,S,Other service activities,SINGAPORE,,,,
Singapore,,,HYFLUX LTD,"Electricity, gas, steam and air conditioning supply",,D,"Electricity, gas, steam and air conditioning supply",SINGAPORE,,,,
Singapore,,,HYPHENS PHARMA INTERNATIONAL LIMITED,Healthcare,Medical Distribution,Q,Human health and social work activities,SINGAPORE,,0.32,112500,98840632
Singapore,,,CSOP INVESTMENTS VCC,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,CSOP INVESTMENTS VCC,,,K,Financial and insurance activities,SINGAPORE,,,,
Singapore,,,ICP LTD.,,,,Unclassified,SINGAPORE,,,,
Singapore,,,IFAST CORPORATION LTD.,Technology,Software—Application,J,Information and communication,SINGAPORE,,8.92,1819000,2714939392
Singapore,,,IFS CAPITAL LIMITED,Financial Services,Credit Services,K,Financial and insurance activities,SINGAPORE,,0.235,82300,88352872
